up:G2Q701,mtm:MYCTH_100011
up:G2QCS3,mtm:MYCTH_2305390
up:G2QCS6,mtm:MYCTH_2305394
up:G2QCS7,mtm:MYCTH_2305395
up:G2QCS8,mtm:MYCTH_2305398
up:G2QCT1,mtm:MYCTH_2305399
up:G2QCT2,mtm:MYCTH_2305401
up:G2QCT4,mtm:MYCTH_2305403
up:G2QCT7,mtm:MYCTH_2305406
up:G2QCT8,mtm:MYCTH_2305407
up:G2QCU5,mtm:MYCTH_2305413
up:G2QCU6,mtm:MYCTH_2305415
up:G2QCV0,mtm:MYCTH_2305417
up:G2QCV1,mtm:MYCTH_2305418
up:G2QCV3,mtm:MYCTH_2305420
up:G2QD07,mtm:MYCTH_2305421
up:G2QD09,mtm:MYCTH_2305422
up:G2QD14,mtm:MYCTH_2305424
up:G2QD15,mtm:MYCTH_2305427
up:G2QD18,mtm:MYCTH_2305429
up:G2QD19,mtm:MYCTH_2305433
up:G2QD21,mtm:MYCTH_2305436
up:G2QD23,mtm:MYCTH_2305438
up:G2QD24,mtm:MYCTH_2305439
up:G2QD26,mtm:MYCTH_2305442
up:G2QD28,mtm:MYCTH_2305443
up:G2QD30,mtm:MYCTH_2305447
up:G2QD31,mtm:MYCTH_2305448
up:G2QD33,mtm:MYCTH_2305452
up:G2QD34,mtm:MYCTH_2305453
up:G2QD35,mtm:MYCTH_2305454
up:G2QD37,mtm:MYCTH_2305455
up:G2QD38,mtm:MYCTH_2305456
up:G2QD40,mtm:MYCTH_2305458
up:G2QD41,mtm:MYCTH_2305460
up:G2QD42,mtm:MYCTH_2305461
up:G2QD43,mtm:MYCTH_2305464
up:G2QD44,mtm:MYCTH_2305468
up:G2QD47,mtm:MYCTH_2305470
up:G2QD51,mtm:MYCTH_2305498
up:G2QD53,mtm:MYCTH_2305501
up:G2QD56,mtm:MYCTH_2305504
up:G2QD57,mtm:MYCTH_2305506
up:G2QD58,mtm:MYCTH_2305507
up:G2QD59,mtm:MYCTH_2305509
up:G2QD60,mtm:MYCTH_2305512
up:G2QDB4,mtm:MYCTH_2305513
up:G2QDB5,mtm:MYCTH_2305515
up:G2QDB7,mtm:MYCTH_2305519
up:G2QDB8,mtm:MYCTH_2305522
up:G2QDC5,mtm:MYCTH_2305529
up:G2QDC6,mtm:MYCTH_2305531
up:G2QDC9,mtm:MYCTH_2305543
up:G2QDD0,mtm:MYCTH_2305546
up:G2QDD1,mtm:MYCTH_2305551
up:G2QDD6,mtm:MYCTH_2305555
up:G2QDD7,mtm:MYCTH_2305556
up:G2QDE0,mtm:MYCTH_2305566
up:G2QDE4,mtm:MYCTH_2305568
up:G2QDE6,mtm:MYCTH_2305570
up:G2QDE8,mtm:MYCTH_2305573
up:G2QDE9,mtm:MYCTH_2305575
up:G2QDF0,mtm:MYCTH_2305576
up:G2QDF8,mtm:MYCTH_2305582
up:G2QDF9,mtm:MYCTH_2305584
up:G2QDG0,mtm:MYCTH_2305586
up:G2QDG2,mtm:MYCTH_2305589
up:G2QDG3,mtm:MYCTH_2305590
up:G2QDG4,mtm:MYCTH_2305591
up:G2QDG5,mtm:MYCTH_2305592
up:G2QDG6,mtm:MYCTH_2305594
up:G2QDG7,mtm:MYCTH_2305597
up:G2QDM2,mtm:MYCTH_2305598
up:G2QDM3,mtm:MYCTH_2305599
up:G2QDM6,mtm:MYCTH_2305600
up:G2QDN4,mtm:MYCTH_2305608
up:G2QDN6,mtm:MYCTH_2305611
up:G2QDN7,mtm:MYCTH_2305613
up:G2QDN8,mtm:MYCTH_2305614
up:G2QDP0,mtm:MYCTH_2305618
up:G2QDP1,mtm:MYCTH_2305619
up:G2QDP2,mtm:MYCTH_2305621
up:G2QDP4,mtm:MYCTH_2305625
up:G2QDP7,mtm:MYCTH_2305628
up:G2QDQ0,mtm:MYCTH_2305631
up:G2QDQ3,mtm:MYCTH_2305633
up:G2QDQ7,mtm:MYCTH_2305635
up:G2QDQ9,mtm:MYCTH_2305637
up:G2QDR0,mtm:MYCTH_2305640
up:G2QDR2,mtm:MYCTH_2305642
up:G2QDR4,mtm:MYCTH_2305652
up:G2QDR6,mtm:MYCTH_2305657
up:G2QDR7,mtm:MYCTH_2305667
up:G2QDR8,mtm:MYCTH_2305668
up:G2QDR9,mtm:MYCTH_2305669
up:G2QDS1,mtm:MYCTH_2305675
up:G2QDS3,mtm:MYCTH_2305679
up:G2QDS4,mtm:MYCTH_2305680
up:G2QDX7,mtm:MYCTH_2305681
up:G2QDX8,mtm:MYCTH_2305684
up:G2QDX9,mtm:MYCTH_2305685
up:G2QDY0,mtm:MYCTH_2305688
up:G2QDY1,mtm:MYCTH_2305689
up:G2QDY5,mtm:MYCTH_2305695
up:G2QDY6,mtm:MYCTH_2305697
up:G2QDZ1,mtm:MYCTH_2305708
up:G2QDZ2,mtm:MYCTH_2305709
up:G2QDZ5,mtm:MYCTH_2305715
up:G2QDZ7,mtm:MYCTH_2305716
up:G2QDZ9,mtm:MYCTH_2305718
up:G2QFJ3,mtm:MYCTH_2305722
up:G2QFJ4,mtm:MYCTH_2305724
up:G2QFJ6,mtm:MYCTH_2305728
up:G2QFJ9,mtm:MYCTH_2305732
up:G2QFK1,mtm:MYCTH_2305738
up:G2QFK2,mtm:MYCTH_2305739
up:G2QFK3,mtm:MYCTH_2305741
up:G2QFQ8,mtm:MYCTH_2305742
up:G2QFQ9,mtm:MYCTH_2305743
up:G2QFR2,mtm:MYCTH_2305746
up:G2QFR3,mtm:MYCTH_2305747
up:G2QFR6,mtm:MYCTH_2305754
up:G2QFR9,mtm:MYCTH_2305757
up:G2QFS0,mtm:MYCTH_2305759
up:G2QFS4,mtm:MYCTH_2305769
up:G2QFS5,mtm:MYCTH_2305770
up:G2QFS6,mtm:MYCTH_2305771
up:G2QFS8,mtm:MYCTH_2305783
up:G2QFT0,mtm:MYCTH_2305791
up:G2QFT1,mtm:MYCTH_2305792
up:G2QFT2,mtm:MYCTH_2305794
up:G2QFT3,mtm:MYCTH_2305795
up:G2QFT6,mtm:MYCTH_2305804
up:G2QFT8,mtm:MYCTH_2305805
up:G2QFT9,mtm:MYCTH_2305806
up:G2QFU0,mtm:MYCTH_2305807
up:G2QFU1,mtm:MYCTH_2305808
up:G2QFU2,mtm:MYCTH_2305811
up:G2QFU3,mtm:MYCTH_2305813
up:G2QFU4,mtm:MYCTH_2305814
up:G2QFU6,mtm:MYCTH_2305819
up:G2QFV6,mtm:MYCTH_2305828
up:G2QG15,mtm:MYCTH_2305838
up:G2QG17,mtm:MYCTH_2305841
up:G2QG26,mtm:MYCTH_2305843
up:G2QG27,mtm:MYCTH_2305846
up:G2QG28,mtm:MYCTH_2305849
up:G2QG34,mtm:MYCTH_2305857
up:G2QG35,mtm:MYCTH_2305858
up:G2QG36,mtm:MYCTH_2305861
up:G2QG37,mtm:MYCTH_2305865
up:G2QG38,mtm:MYCTH_2305868
up:G2QG39,mtm:MYCTH_2305870
up:G2QG43,mtm:MYCTH_2305878
up:G2QG44,mtm:MYCTH_2305882
up:G2QG45,mtm:MYCTH_2305886
up:G2QG46,mtm:MYCTH_2305890
up:G2QG47,mtm:MYCTH_2305891
up:G2QG52,mtm:MYCTH_2305903
up:G2QG56,mtm:MYCTH_2305912
up:G2QG60,mtm:MYCTH_2305924
up:G2QG61,mtm:MYCTH_2305926
up:G2QG63,mtm:MYCTH_2305929
up:G2QG64,mtm:MYCTH_2305931
up:G2QGB8,mtm:MYCTH_2305937
up:G2QGC0,mtm:MYCTH_2305943
up:G2QGC2,mtm:MYCTH_2305949
up:G2QGC3,mtm:MYCTH_2305950
up:G2QGC5,mtm:MYCTH_2305952
up:G2QGC7,mtm:MYCTH_2305956
up:G2QGC9,mtm:MYCTH_2305962
up:G2QGD2,mtm:MYCTH_2305964
up:G2QGD4,mtm:MYCTH_2305966
up:G2QGD5,mtm:MYCTH_2305972
up:G2QGD7,mtm:MYCTH_2305976
up:G2QGD9,mtm:MYCTH_2305977
up:G2QGE1,mtm:MYCTH_2305978
up:G2QGE3,mtm:MYCTH_2305979
up:G2QGE4,mtm:MYCTH_2305981
up:G2QGE7,mtm:MYCTH_2305985
up:G2QGE9,mtm:MYCTH_2305988
up:G2QGF0,mtm:MYCTH_2305992
up:G2QGF1,mtm:MYCTH_2305993
up:G2QGF4,mtm:MYCTH_2306000
up:G2QGF6,mtm:MYCTH_2306004
up:G2QGF7,mtm:MYCTH_2306006
up:G2QGF8,mtm:MYCTH_2306007
up:G2QGG3,mtm:MYCTH_2306018
up:G2QGG4,mtm:MYCTH_2306019
up:G2QGG5,mtm:MYCTH_2306020
up:G2QGG6,mtm:MYCTH_2306025
up:G2QGG7,mtm:MYCTH_2306027
up:G2QGM1,mtm:MYCTH_2306028
up:G2QGM2,mtm:MYCTH_2306029
up:G2QGM3,mtm:MYCTH_2306031
up:G2QGM4,mtm:MYCTH_2306032
up:G2QGM5,mtm:MYCTH_2306033
up:G2QGM6,mtm:MYCTH_2306035
up:G2QGM7,mtm:MYCTH_2306036
up:G2QGM8,mtm:MYCTH_2306038
up:G2QGM9,mtm:MYCTH_2306041
up:G2QGN0,mtm:MYCTH_2306042
up:G2QGN1,mtm:MYCTH_2306043
up:G2QGN2,mtm:MYCTH_2306044
up:G2QGN3,mtm:MYCTH_2306045
up:G2QGN4,mtm:MYCTH_2306048
up:G2QGN8,mtm:MYCTH_2306052
up:G2QGP0,mtm:MYCTH_2306054
up:G2QGP1,mtm:MYCTH_2306056
up:G2QGP2,mtm:MYCTH_2306057
up:G2QGP5,mtm:MYCTH_2306062
up:G2QGP6,mtm:MYCTH_2306063
up:G2QGP8,mtm:MYCTH_2306064
up:G2QGQ0,mtm:MYCTH_2306068
up:G2QGQ1,mtm:MYCTH_2306070
up:G2QGQ2,mtm:MYCTH_2306072
up:G2QGQ4,mtm:MYCTH_2306078
up:G2QGQ7,mtm:MYCTH_2306081
up:G2QGQ8,mtm:MYCTH_2306082
up:G2QGQ9,mtm:MYCTH_2306085
up:G2QGR1,mtm:MYCTH_2306087
up:G2QGR4,mtm:MYCTH_2306093
up:G2QGR5,mtm:MYCTH_2306097
up:G2QGR6,mtm:MYCTH_2306098
up:G2QGR8,mtm:MYCTH_2306100
up:G2QGS0,mtm:MYCTH_2306101
up:G2QGS1,mtm:MYCTH_2306103
up:G2QGX6,mtm:MYCTH_2306107
up:G2QGX8,mtm:MYCTH_2306112
up:G2QGX9,mtm:MYCTH_2306113
up:G2QGY4,mtm:MYCTH_2306119
up:G2QGY5,mtm:MYCTH_2306121
up:G2QGY8,mtm:MYCTH_2306123
up:G2QGY9,mtm:MYCTH_2306125
up:G2QGZ0,mtm:MYCTH_2306127
up:G2QGZ1,mtm:MYCTH_2306128
up:G2QGZ5,mtm:MYCTH_2306135
up:G2QGZ6,mtm:MYCTH_2306136
up:G2QGZ8,mtm:MYCTH_2306137
up:G2QH00,mtm:MYCTH_2306141
up:G2QH01,mtm:MYCTH_2306143
up:G2QH02,mtm:MYCTH_2306147
up:G2QH03,mtm:MYCTH_2306148
up:G2QH04,mtm:MYCTH_2306149
up:G2QH05,mtm:MYCTH_2306150
up:G2QH07,mtm:MYCTH_2306154
up:G2QH08,mtm:MYCTH_2306155
up:G2QH10,mtm:MYCTH_2306157
up:G2QH11,mtm:MYCTH_2306158
up:G2QH17,mtm:MYCTH_2306161
up:G2QH18,mtm:MYCTH_2306164
up:G2QH25,mtm:MYCTH_2306173
up:G2QH27,mtm:MYCTH_2306177
up:G2QH30,mtm:MYCTH_2306178
up:G2QH31,mtm:MYCTH_2306180
up:G2QH32,mtm:MYCTH_2306182
up:G2QH33,mtm:MYCTH_2306185
up:G2QH42,mtm:MYCTH_2306196
up:G2QH44,mtm:MYCTH_2306198
up:G2QH46,mtm:MYCTH_2306200
up:G2QH47,mtm:MYCTH_2306203
up:G2QH49,mtm:MYCTH_2306208
up:G2QH50,mtm:MYCTH_2306209
up:G2QH53,mtm:MYCTH_2306212
up:G2QH54,mtm:MYCTH_2306214
up:G2QH55,mtm:MYCTH_2306215
up:G2QH57,mtm:MYCTH_2306216
up:G2QH58,mtm:MYCTH_2306218
up:G2QH63,mtm:MYCTH_2306229
up:G2QH65,mtm:MYCTH_2306233
up:G2QH66,mtm:MYCTH_2306234
up:G2QH68,mtm:MYCTH_2306242
up:G2QH69,mtm:MYCTH_2306243
up:G2QH70,mtm:MYCTH_2306244
up:G2QH71,mtm:MYCTH_2306246
up:G2QH72,mtm:MYCTH_2306248
up:G2QH73,mtm:MYCTH_2306252
up:G2QH74,mtm:MYCTH_2306253
up:G2QH75,mtm:MYCTH_2306254
up:G2QH76,mtm:MYCTH_2306255
up:G2QH77,mtm:MYCTH_2306257
up:G2QH78,mtm:MYCTH_2306260
up:G2QH80,mtm:MYCTH_2306267
up:G2QH84,mtm:MYCTH_2306273
up:G2QH85,mtm:MYCTH_2306274
up:G2QH86,mtm:MYCTH_2306275
up:G2QH88,mtm:MYCTH_2306276
up:G2QH89,mtm:MYCTH_2306279
up:G2QH90,mtm:MYCTH_2306283
up:G2QH92,mtm:MYCTH_2306286
up:G2QH94,mtm:MYCTH_2306290
up:G2QH95,mtm:MYCTH_2306295
up:G2QH96,mtm:MYCTH_2306297
up:G2QH98,mtm:MYCTH_2306298
up:G2QH99,mtm:MYCTH_2306300
up:G2QHA1,mtm:MYCTH_2306302
up:G2QHA2,mtm:MYCTH_2306305
up:G2QHA4,mtm:MYCTH_2306309
up:G2QHA8,mtm:MYCTH_2306314
up:G2QHA9,mtm:MYCTH_2306316
up:G2QHB1,mtm:MYCTH_2306320
up:G2QHB2,mtm:MYCTH_2306323
up:G2QHB5,mtm:MYCTH_2306334
up:G2QHB6,mtm:MYCTH_2306339
up:G2QHB7,mtm:MYCTH_2306344
up:G2QHB9,mtm:MYCTH_2306347
up:G2QHC1,mtm:MYCTH_2306355
up:G2QHC2,mtm:MYCTH_2306357
up:G2QHC3,mtm:MYCTH_2306364
up:G2QHC5,mtm:MYCTH_2306365
up:G2QHC7,mtm:MYCTH_2306367
up:G2QHC8,mtm:MYCTH_2306375
up:G2QHC9,mtm:MYCTH_2306377
up:G2QHD1,mtm:MYCTH_2306381
up:G2QHD2,mtm:MYCTH_2306385
up:G2QHD3,mtm:MYCTH_2306388
up:G2QHD6,mtm:MYCTH_2306396
up:G2QHD8,mtm:MYCTH_2306401
up:G2QHE0,mtm:MYCTH_2306407
up:G2QHE3,mtm:MYCTH_2306410
up:G2QHE5,mtm:MYCTH_2306416
up:G2QHE6,mtm:MYCTH_2306421
up:G2QHE7,mtm:MYCTH_2306422
up:G2QHE8,mtm:MYCTH_2306426
up:G2QHF0,mtm:MYCTH_2306429
up:G2QHF2,mtm:MYCTH_2306433
up:G2QHF4,mtm:MYCTH_2306437
up:G2QHF5,mtm:MYCTH_2306439
up:G2QHF6,mtm:MYCTH_2306440
up:G2QHF7,mtm:MYCTH_2306441
up:G2QHF8,mtm:MYCTH_2306444
up:G2QHF9,mtm:MYCTH_2306452
up:G2QHG0,mtm:MYCTH_2306456
up:G2QHG1,mtm:MYCTH_2306461
up:G2QHG2,mtm:MYCTH_2306462
up:G2QHG3,mtm:MYCTH_2306463
up:G2QHG6,mtm:MYCTH_2306466
up:G2QHG7,mtm:MYCTH_2306472
up:G2QHG8,mtm:MYCTH_2306473
up:G2QHG9,mtm:MYCTH_2306475
up:G2QHH0,mtm:MYCTH_2306477
up:G2QHH3,mtm:MYCTH_2306484
up:G2QHH4,mtm:MYCTH_2306485
up:G2QHH5,mtm:MYCTH_2306486
up:G2QHH6,mtm:MYCTH_2306488
up:G2QHH7,mtm:MYCTH_2306489
up:G2QHH8,mtm:MYCTH_2306491
up:G2QHI0,mtm:MYCTH_2306494
up:G2QHI2,mtm:MYCTH_2306496
up:G2QHI5,mtm:MYCTH_2306503
up:G2QHI7,mtm:MYCTH_2306507
up:G2QHI8,mtm:MYCTH_2306512
up:G2QHJ0,mtm:MYCTH_2306514
up:G2QHJ1,mtm:MYCTH_2306516
up:G2QHJ2,mtm:MYCTH_2306518
up:G2QHJ3,mtm:MYCTH_2306522
up:G2QHJ4,mtm:MYCTH_2306523
up:G2QHJ7,mtm:MYCTH_2306528
up:G2QHJ8,mtm:MYCTH_2306532
up:G2QHK0,mtm:MYCTH_2306539
up:G2QHK1,mtm:MYCTH_2306540
up:G2QHK2,mtm:MYCTH_2306542
up:G2QHK3,mtm:MYCTH_2306544
up:G2QHK5,mtm:MYCTH_2306548
up:G2QHK6,mtm:MYCTH_2306552
up:G2QHK7,mtm:MYCTH_2306553
up:G2QHK9,mtm:MYCTH_2306562
up:G2QHL1,mtm:MYCTH_2306564
up:G2QHL2,mtm:MYCTH_2306567
up:G2QHL5,mtm:MYCTH_2306581
up:G2QHL8,mtm:MYCTH_2306584
up:G2QHL9,mtm:MYCTH_2306585
up:G2QHM0,mtm:MYCTH_2306586
up:G2QHM1,mtm:MYCTH_2306588
up:G2QHM4,mtm:MYCTH_2306594
up:G2QHM6,mtm:MYCTH_2306596
up:G2QHM7,mtm:MYCTH_2306599
up:G2QHM9,mtm:MYCTH_2306607
up:G2QHN0,mtm:MYCTH_2306608
up:G2QHN1,mtm:MYCTH_2306610
up:G2QHN2,mtm:MYCTH_2306612
up:G2QHN3,mtm:MYCTH_2306613
up:G2QHN4,mtm:MYCTH_2306615
up:G2QHN6,mtm:MYCTH_2306619
up:G2QHN7,mtm:MYCTH_2306621
up:G2QHP1,mtm:MYCTH_2306627
up:G2QHP2,mtm:MYCTH_2306629
up:G2QHP3,mtm:MYCTH_2306632
up:G2QHP9,mtm:MYCTH_2306639
up:G2QHQ2,mtm:MYCTH_2306649
up:G2QHQ3,mtm:MYCTH_2306650
up:G2QHQ5,mtm:MYCTH_2306658
up:G2QHQ7,mtm:MYCTH_2306662
up:G2QHQ9,mtm:MYCTH_2306666
up:G2QHR0,mtm:MYCTH_2306669
up:G2QHR1,mtm:MYCTH_2306673
up:G2QHR3,mtm:MYCTH_2306674
up:G2QHR5,mtm:MYCTH_2306681
up:G2QHR6,mtm:MYCTH_2306684
up:G2QHR8,mtm:MYCTH_2306691
up:G2QHS0,mtm:MYCTH_2306697
up:G2QHS2,mtm:MYCTH_2306702
up:G2QHS3,mtm:MYCTH_2306706
up:G2QHS4,mtm:MYCTH_2306707
up:G2QHS5,mtm:MYCTH_2306708
up:G2QHS6,mtm:MYCTH_2306709
up:G2QHS7,mtm:MYCTH_2306711
up:G2QHS8,mtm:MYCTH_2306712
up:G2QHS9,mtm:MYCTH_2306713
up:G2QHT0,mtm:MYCTH_2306714
up:G2QHT1,mtm:MYCTH_2306716
up:G2QHT3,mtm:MYCTH_2306719
up:G2QHT4,mtm:MYCTH_2306722
up:G2QHT5,mtm:MYCTH_2306723
up:G2QHT7,mtm:MYCTH_2306730
up:G2QHT8,mtm:MYCTH_2306732
up:G2QHT9,mtm:MYCTH_2306733
up:G2QES4,mtm:MYCTH_2306743
up:G2QES5,mtm:MYCTH_2306744
up:G2QES6,mtm:MYCTH_2306748
up:G2QES7,mtm:MYCTH_2306750
up:G2QES9,mtm:MYCTH_2306759
up:G2QET0,mtm:MYCTH_2306762
up:G2QET1,mtm:MYCTH_2306764
up:G2QET3,mtm:MYCTH_2306767
up:G2QET4,mtm:MYCTH_2306768
up:G2QET5,mtm:MYCTH_2306772
up:G2QET6,mtm:MYCTH_2306775
up:G2QET7,mtm:MYCTH_2306777
up:G2QET9,mtm:MYCTH_2306784
up:G2QEU0,mtm:MYCTH_2306786
up:G2QEU2,mtm:MYCTH_2306791
up:G2QEU3,mtm:MYCTH_2306795
up:G2QEU4,mtm:MYCTH_2306799
up:G2QEU5,mtm:MYCTH_2306800
up:G2QEU7,mtm:MYCTH_2306802
up:G2QEU8,mtm:MYCTH_2306804
up:G2QEV0,mtm:MYCTH_2306810
up:G2QEV2,mtm:MYCTH_2306813
up:G2QEV5,mtm:MYCTH_2306817
up:G2QEV6,mtm:MYCTH_2306820
up:G2QEV8,mtm:MYCTH_2306824
up:G2QEV9,mtm:MYCTH_2306825
up:G2QEW0,mtm:MYCTH_2306826
up:G2QEW3,mtm:MYCTH_2306830
up:G2QEW4,mtm:MYCTH_2306835
up:G2QEW5,mtm:MYCTH_2306837
up:G2QEW6,mtm:MYCTH_2306840
up:G2QEW7,mtm:MYCTH_2306843
up:G2QEW8,mtm:MYCTH_2306847
up:G2QEW9,mtm:MYCTH_2306850
up:G2QEX1,mtm:MYCTH_2306852
up:G2QEX2,mtm:MYCTH_2306853
up:G2QEX3,mtm:MYCTH_2306855
up:G2QEX4,mtm:MYCTH_2306857
up:G2QEX5,mtm:MYCTH_2306862
up:G2QEX6,mtm:MYCTH_2306863
up:G2QEX7,mtm:MYCTH_2306864
up:G2QEX8,mtm:MYCTH_2306866
up:G2QEX9,mtm:MYCTH_2306868
up:G2QEY0,mtm:MYCTH_2306870
up:G2QEY1,mtm:MYCTH_2306872
up:G2QEY3,mtm:MYCTH_2306876
up:G2QEY5,mtm:MYCTH_2306885
up:G2QEY6,mtm:MYCTH_2306886
up:G2QEY8,mtm:MYCTH_2306895
up:G2QEY9,mtm:MYCTH_2306898
up:G2QEZ0,mtm:MYCTH_2306903
up:G2QEZ2,mtm:MYCTH_2306912
up:G2QEZ3,mtm:MYCTH_2306913
up:G2QEZ4,mtm:MYCTH_2306915
up:G2QEZ6,mtm:MYCTH_2306919
up:G2QEZ9,mtm:MYCTH_2306928
up:G2QF01,mtm:MYCTH_2306930
up:G2QF02,mtm:MYCTH_2306931
up:G2QF03,mtm:MYCTH_2306932
up:G2QF04,mtm:MYCTH_2306934
up:G2QF05,mtm:MYCTH_2306935
up:G2QF07,mtm:MYCTH_2306943
up:G2QF09,mtm:MYCTH_2306945
up:G2QF11,mtm:MYCTH_2306947
up:G2QF12,mtm:MYCTH_2306949
up:G2QF13,mtm:MYCTH_2306954
up:G2QF14,mtm:MYCTH_2306955
up:G2QF15,mtm:MYCTH_2306956
up:G2QF16,mtm:MYCTH_2306960
up:G2QF17,mtm:MYCTH_2306961
up:G2QF18,mtm:MYCTH_2306964
up:G2QF19,mtm:MYCTH_2306966
up:G2QF20,mtm:MYCTH_2306968
up:G2QF21,mtm:MYCTH_2306973
up:G2QF22,mtm:MYCTH_2306976
up:G2QF23,mtm:MYCTH_2306977
up:G2QF24,mtm:MYCTH_2306978
up:G2QF26,mtm:MYCTH_2306980
up:G2QF27,mtm:MYCTH_2306982
up:G2QF28,mtm:MYCTH_2306984
up:G2QF29,mtm:MYCTH_2306985
up:G2QF30,mtm:MYCTH_2306989
up:G2QF31,mtm:MYCTH_2306990
up:G2QF32,mtm:MYCTH_2306991
up:G2QF34,mtm:MYCTH_2306993
up:G2QF35,mtm:MYCTH_2306994
up:G2QF36,mtm:MYCTH_2306997
up:G2QF38,mtm:MYCTH_2307003
up:G2QF39,mtm:MYCTH_2307005
up:G2QF40,mtm:MYCTH_2307010
up:G2QF41,mtm:MYCTH_2307015
up:G2QF43,mtm:MYCTH_2307016
up:G2QF44,mtm:MYCTH_2307018
up:G2QF47,mtm:MYCTH_2307026
up:G2QF49,mtm:MYCTH_2307033
up:G2QF50,mtm:MYCTH_2307037
up:G2QF52,mtm:MYCTH_2307043
up:G2QF54,mtm:MYCTH_2307045
up:G2QF55,mtm:MYCTH_2307046
up:G2QF56,mtm:MYCTH_2307047
up:G2QF57,mtm:MYCTH_2307048
up:G2QF58,mtm:MYCTH_2307049
up:G2QF59,mtm:MYCTH_2307051
up:G2QF60,mtm:MYCTH_2307054
up:G2QF61,mtm:MYCTH_2307057
up:G2QF65,mtm:MYCTH_2307068
up:G2QF66,mtm:MYCTH_2307069
up:G2QF70,mtm:MYCTH_2307074
up:G2QF71,mtm:MYCTH_2307076
up:G2QF74,mtm:MYCTH_2307080
up:G2QF76,mtm:MYCTH_2307086
up:G2QF81,mtm:MYCTH_2307097
up:G2QF82,mtm:MYCTH_2307099
up:G2QF83,mtm:MYCTH_2307101
up:G2QF84,mtm:MYCTH_2307102
up:G2QF86,mtm:MYCTH_2307107
up:G2QF88,mtm:MYCTH_2307110
up:G2QF92,mtm:MYCTH_2307114
up:G2QF93,mtm:MYCTH_2307115
up:G2QF96,mtm:MYCTH_2307125
up:G2QF97,mtm:MYCTH_2307126
up:G2QF99,mtm:MYCTH_2307127
up:G2QFA0,mtm:MYCTH_2307128
up:G2QFA1,mtm:MYCTH_2307131
up:G2QFA4,mtm:MYCTH_2307144
up:G2QFA6,mtm:MYCTH_2307145
up:G2QFA7,mtm:MYCTH_2307146
up:G2QFA8,mtm:MYCTH_2307148
up:G2QFB1,mtm:MYCTH_2307154
up:G2QFB2,mtm:MYCTH_2307157
up:G2QFB5,mtm:MYCTH_2307162
up:G2QFB6,mtm:MYCTH_2307164
up:G2QFB7,mtm:MYCTH_2307165
up:G2QFB8,mtm:MYCTH_2307166
up:G2QFC0,mtm:MYCTH_2307170
up:G2QFC2,mtm:MYCTH_2307175
up:G2QFC3,mtm:MYCTH_2307177
up:G2QFC4,mtm:MYCTH_2307178
up:G2QFC7,mtm:MYCTH_2307186
up:G2QFC8,mtm:MYCTH_2307188
up:G2QFC9,mtm:MYCTH_2307189
up:G2QFD1,mtm:MYCTH_2307191
up:G2QFD2,mtm:MYCTH_2307194
up:G2QFD3,mtm:MYCTH_2307197
up:G2QFD4,mtm:MYCTH_2307199
up:G2QFD7,mtm:MYCTH_2307205
up:G2QFD8,mtm:MYCTH_2307208
up:G2QFD9,mtm:MYCTH_2307212
up:G2QFE0,mtm:MYCTH_2307213
up:G2QFE4,mtm:MYCTH_2307222
up:G2QFE6,mtm:MYCTH_2307230
up:G2QFE7,mtm:MYCTH_2307231
up:G2QFE9,mtm:MYCTH_2307233
up:G2QFF0,mtm:MYCTH_2307236
up:G2QFF1,mtm:MYCTH_2307238
up:G2QFF2,mtm:MYCTH_2307240
up:G2QFF4,mtm:MYCTH_2307246
up:G2QFG1,mtm:MYCTH_2307257
up:G2QFG2,mtm:MYCTH_2307261
up:G2QFG3,mtm:MYCTH_2307265
up:G2QFG4,mtm:MYCTH_2307267
up:G2QFG6,mtm:MYCTH_2307269
up:G2QFG9,mtm:MYCTH_2307275
up:G2QFH0,mtm:MYCTH_2307276
up:G2QFH2,mtm:MYCTH_2307282
up:G2QFH3,mtm:MYCTH_2307284
up:G2QFH4,mtm:MYCTH_2307285
up:G2QFH6,mtm:MYCTH_2307286
up:G2QFH7,mtm:MYCTH_2307287
up:G2QFH8,mtm:MYCTH_2307289
up:G2QFI0,mtm:MYCTH_2307294
up:G2QFI1,mtm:MYCTH_2307299
up:G2QFI2,mtm:MYCTH_2307300
up:G2QFI4,mtm:MYCTH_2307303
up:G2QFI5,mtm:MYCTH_2307306
up:G2QFI7,mtm:MYCTH_2307310
up:G2QFI8,mtm:MYCTH_2307312
up:G2QFI9,mtm:MYCTH_2307313
up:G2QFJ0,mtm:MYCTH_2307314
up:G2QFJ1,mtm:MYCTH_2307317
up:G2QFK4,mtm:MYCTH_2307319
up:G2QFK5,mtm:MYCTH_2307321
up:G2QFK6,mtm:MYCTH_2307323
up:G2QFK8,mtm:MYCTH_2307326
up:G2QFK9,mtm:MYCTH_2307328
up:G2QFL0,mtm:MYCTH_2307332
up:G2QFL1,mtm:MYCTH_2307334
up:G2QFL2,mtm:MYCTH_2307336
up:G2QFL3,mtm:MYCTH_2307339
up:G2QFL4,mtm:MYCTH_2307345
up:G2QFL5,mtm:MYCTH_2307348
up:G2QFL7,mtm:MYCTH_2307352
up:G2QFL8,mtm:MYCTH_2307354
up:G2QFL9,mtm:MYCTH_2307356
up:G2QFM2,mtm:MYCTH_2307363
up:G2QFM3,mtm:MYCTH_2307364
up:G2QFM4,mtm:MYCTH_2307366
