id,GO,ONTOLOGY,GO_type
XP_003663260.1,"GO:0006412,GO:0015934,GO:0003723,GO:0003735","translation,large ribosomal subunit,RNA binding,structural constituent of ribosome","BP,CC,MF,MF"
XP_003663261.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003663264.1,GO:0005515,protein binding,MF
XP_003663265.1,GO:0034599,cellular response to oxidative stress,BP
XP_003663266.1,"GO:0030259,GO:0005975,GO:0016758","lipid glycosylation,carbohydrate metabolic process,transferase activity, transferring hexosyl groups","BP,BP,MF"
XP_003663270.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003663271.1,GO:0005515,protein binding,MF
XP_003663272.1,"GO:0008137,GO:0016020,GO:0009055","NADH dehydrogenase (ubiquinone) activity,membrane,electron transfer activity","MF,CC,MF"
XP_003663275.1,"GO:0006260,GO:0003677,GO:0005760,GO:0006260,GO:0003677,GO:0003887,GO:0006260,GO:0003887","DNA replication,DNA binding,gamma DNA polymerase complex,DNA replication,DNA binding,DNA-directed DNA polymerase activity,DNA replication,DNA-directed DNA polymerase activity","BP,MF,CC,BP,MF,MF,BP,MF"
XP_003663277.1,GO:0005643,nuclear pore,CC
XP_003663278.1,"GO:0005515,GO:0016301,GO:0016572,GO:0006281,GO:0004674,GO:0000723,GO:0010212,GO:0000077,GO:0004674","protein binding,kinase activity,histone phosphorylation,DNA repair,protein serine/threonine kinase activity,telomere maintenance,response to ionizing radiation,DNA damage checkpoint,protein serine/threonine kinase activity","MF,MF,BP,BP,MF,BP,BP,BP,MF"
XP_003663279.1,"GO:0006338,GO:0000228","chromatin remodeling,nuclear chromosome","BP,CC"
XP_003663282.1,"GO:0003676,GO:0003723","nucleic acid binding,RNA binding","MF,MF"
XP_003663283.1,"GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0004672,GO:0004674","protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,protein kinase activity,protein serine/threonine kinase activity","BP,MF,MF,BP,MF,MF"
XP_003663284.1,"GO:0005737,GO:0005524,GO:0004820,GO:0006426,GO:0000166,GO:0005524,GO:0006418,GO:0004812,GO:0000166","cytoplasm,ATP binding,glycine-tRNA ligase activity,glycyl-tRNA aminoacylation,nucleotide binding,ATP binding,tRNA aminoacylation for protein translation,aminoacyl-tRNA ligase activity,nucleotide binding","CC,MF,MF,BP,MF,MF,BP,MF,MF"
XP_003663287.1,"GO:0009225,GO:0008460","nucleotide-sugar metabolic process,dTDP-glucose 4,6-dehydratase activity","BP,MF"
XP_003663289.1,"GO:0006886,GO:0016192,GO:0005515","intracellular protein transport,vesicle-mediated transport,protein binding","BP,BP,MF"
XP_003663290.1,"GO:0004190,GO:0006508,GO:0004190","aspartic-type endopeptidase activity,proteolysis,aspartic-type endopeptidase activity","MF,BP,MF"
XP_003663291.1,"GO:0005515,GO:0006406","protein binding,mRNA export from nucleus","MF,BP"
XP_003663292.1,GO:0003723,RNA binding,MF
XP_003663294.1,"GO:0003824,GO:0006506,GO:0051377,GO:0006506,GO:0016772","catalytic activity,GPI anchor biosynthetic process,mannose-ethanolamine phosphotransferase activity,GPI anchor biosynthetic process,transferase activity, transferring phosphorus-containing groups","MF,BP,MF,BP,MF"
XP_003663295.1,"GO:0003871,GO:0008652,GO:0008270,GO:0003871,GO:0009086,GO:0008270","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,cellular amino acid biosynthetic process,zinc ion binding,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,methionine biosynthetic process,zinc ion binding","MF,BP,MF,MF,BP,MF"
XP_003663296.1,"GO:0005509,GO:0005515","calcium ion binding,protein binding","MF,MF"
XP_003663297.1,"GO:0003700,GO:0006355,GO:0043565","DNA-binding transcription factor activity,regulation of transcription, DNA-templated,sequence-specific DNA binding","MF,BP,MF"
XP_003663298.1,GO:0006914,autophagy,BP
XP_003663299.1,"GO:0007031,GO:0005779","peroxisome organization,integral component of peroxisomal membrane","BP,CC"
XP_003663300.1,"GO:0016192,GO:0030008","vesicle-mediated transport,TRAPP complex","BP,CC"
XP_003663301.1,"GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0005524","protein phosphorylation,protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,ATP binding","BP,MF,BP,MF,MF,MF"
XP_003663302.1,"GO:0006468,GO:0005524,GO:0004672,GO:0005524,GO:0006468,GO:0004672","protein phosphorylation,ATP binding,protein kinase activity,ATP binding,protein phosphorylation,protein kinase activity","BP,MF,MF,MF,BP,MF"
XP_003663304.1,"GO:0006351,GO:0003677,GO:0003899,GO:0046983,GO:0006351","transcription, DNA-templated,DNA binding,DNA-directed 5'-3' RNA polymerase activity,protein dimerization activity,transcription, DNA-templated","BP,MF,MF,MF,BP"
XP_003663306.1,GO:0005634,nucleus,CC
XP_003663308.1,GO:0005515,protein binding,MF
XP_003663309.1,"GO:0004001,GO:0006166","adenosine kinase activity,purine ribonucleoside salvage","MF,BP"
XP_003663310.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003663314.1,"GO:0003747,GO:0006415","translation release factor activity,translational termination","MF,BP"
XP_003663315.1,"GO:0004106,GO:0004664,GO:0009094,GO:0004664,GO:0009094","chorismate mutase activity,prephenate dehydratase activity,L-phenylalanine biosynthetic process,prephenate dehydratase activity,L-phenylalanine biosynthetic process","MF,MF,BP,MF,BP"
XP_003663318.1,"GO:0006468,GO:0005524,GO:0004672,GO:0007165,GO:0005515,GO:0005524,GO:0006468,GO:0004672","protein phosphorylation,ATP binding,protein kinase activity,signal transduction,protein binding,ATP binding,protein phosphorylation,protein kinase activity","BP,MF,MF,BP,MF,MF,BP,MF"
XP_003663323.1,"GO:0019001,GO:0007186,GO:0003924,GO:0031683,GO:0007165,GO:0007186,GO:0003924,GO:0005834,GO:0001664,GO:0005525","guanyl nucleotide binding,G protein-coupled receptor signaling pathway,GTPase activity,G-protein beta/gamma-subunit complex binding,signal transduction,G protein-coupled receptor signaling pathway,GTPase activity,heterotrimeric G-protein complex,G protein-coupled receptor binding,GTP binding","MF,BP,MF,MF,BP,BP,MF,CC,MF,MF"
XP_003663326.1,"GO:0061617,GO:0005743","MICOS complex,mitochondrial inner membrane","CC,CC"
XP_003663330.1,"GO:0005085,GO:0007264,GO:0005515,GO:0007264,GO:0005085","guanyl-nucleotide exchange factor activity,small GTPase mediated signal transduction,protein binding,small GTPase mediated signal transduction,guanyl-nucleotide exchange factor activity","MF,BP,MF,BP,MF"
XP_003663331.1,"GO:0006351,GO:0005634,GO:0003677,GO:0008270","transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","BP,CC,MF,MF"
XP_003663332.1,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process","MF,BP"
XP_003663333.1,GO:0007064,mitotic sister chromatid cohesion,BP
XP_003663334.1,GO:0007064,mitotic sister chromatid cohesion,BP
XP_003663336.1,"GO:0006370,GO:0031533,GO:0004484,GO:0006370,GO:0004484","7-methylguanosine mRNA capping,mRNA cap methyltransferase complex,mRNA guanylyltransferase activity,7-methylguanosine mRNA capping,mRNA guanylyltransferase activity","BP,CC,MF,BP,MF"
XP_003663337.1,GO:0035091,phosphatidylinositol binding,MF
XP_003663339.1,"GO:0005515,GO:0016570,GO:0006355","protein binding,histone modification,regulation of transcription, DNA-templated","MF,BP,BP"
XP_003663341.1,GO:0003824,catalytic activity,MF
XP_003663342.1,GO:0005524,ATP binding,MF
XP_003663345.1,"GO:0006506,GO:0005789,GO:0000030,GO:0006506","GPI anchor biosynthetic process,endoplasmic reticulum membrane,mannosyltransferase activity,GPI anchor biosynthetic process","BP,CC,MF,BP"
XP_003663347.1,GO:0003677,DNA binding,MF
XP_003663348.1,"GO:0016705,GO:0031418,GO:0005506,GO:0055114","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,L-ascorbic acid binding,iron ion binding,oxidation-reduction process","MF,MF,MF,BP"
XP_003663349.1,"GO:0006351,GO:0005634,GO:0003677,GO:0008270","transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","BP,CC,MF,MF"
XP_003663350.1,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_003663353.1,GO:0005515,protein binding,MF
XP_003663354.1,"GO:0003677,GO:0046982,GO:0042025,GO:0003677,GO:0000786","DNA binding,protein heterodimerization activity,host cell nucleus,DNA binding,nucleosome","MF,MF,CC,MF,CC"
XP_003663355.1,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,BP
XP_003663357.1,"GO:0003676,GO:0000339,GO:0005846,GO:0045292","nucleic acid binding,RNA cap binding,nuclear cap binding complex,mRNA cis splicing, via spliceosome","MF,MF,CC,BP"
XP_003663358.1,"GO:0005515,GO:0017056,GO:0006913,GO:0000056,GO:0000055","protein binding,structural constituent of nuclear pore,nucleocytoplasmic transport,ribosomal small subunit export from nucleus,ribosomal large subunit export from nucleus","MF,MF,BP,BP,BP"
XP_003663360.1,"GO:0048015,GO:0046854,GO:0016301,GO:0016773","phosphatidylinositol-mediated signaling,phosphatidylinositol phosphorylation,kinase activity,phosphotransferase activity, alcohol group as acceptor","BP,BP,MF,MF"
XP_003663361.1,"GO:0055085,GO:0016020,GO:0022857","transmembrane transport,membrane,transmembrane transporter activity","BP,CC,MF"
XP_003663363.1,GO:0046982,protein heterodimerization activity,MF
XP_003663365.1,"GO:0005975,GO:0016773,GO:0004856,GO:0042732","carbohydrate metabolic process,phosphotransferase activity, alcohol group as acceptor,xylulokinase activity,D-xylose metabolic process","BP,MF,MF,BP"
XP_003663368.1,"GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0005524","protein phosphorylation,protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,ATP binding","BP,MF,BP,MF,MF,MF"
XP_003663369.1,"GO:0006904,GO:0000145","vesicle docking involved in exocytosis,exocyst","BP,CC"
XP_003663370.1,GO:0046982,protein heterodimerization activity,MF
XP_003663371.1,"GO:0006436,GO:0005524,GO:0004830,GO:0000166,GO:0006412,GO:0005840,GO:0003735,GO:0005524,GO:0004812,GO:0006418,GO:0000166","tryptophanyl-tRNA aminoacylation,ATP binding,tryptophan-tRNA ligase activity,nucleotide binding,translation,ribosome,structural constituent of ribosome,ATP binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,nucleotide binding","BP,MF,MF,MF,BP,CC,MF,MF,MF,BP,MF"
XP_003663373.1,"GO:0070006,GO:0016787","metalloaminopeptidase activity,hydrolase activity","MF,MF"
XP_003663375.1,"GO:0006468,GO:0005524,GO:0004672","protein phosphorylation,ATP binding,protein kinase activity","BP,MF,MF"
XP_003663377.1,GO:0043666,regulation of phosphoprotein phosphatase activity,BP
XP_003663378.1,"GO:0006468,GO:0005524,GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0004672","protein phosphorylation,ATP binding,protein kinase activity,ATP binding,protein phosphorylation,protein kinase activity,protein kinase activity","BP,MF,MF,MF,BP,MF,MF"
XP_003663379.1,GO:0004222,metalloendopeptidase activity,MF
XP_003663380.1,"GO:0003723,GO:0006561,GO:0004349,GO:0005737,GO:0006561","RNA binding,proline biosynthetic process,glutamate 5-kinase activity,cytoplasm,proline biosynthetic process","MF,BP,MF,CC,BP"
XP_003663381.1,"GO:0003723,GO:0005634,GO:0042255","RNA binding,nucleus,ribosome assembly","MF,CC,BP"
XP_003663382.1,"GO:0016614,GO:0055114,GO:0005975,GO:0005576,GO:0030248,GO:0005576,GO:0005975,GO:0030248,GO:0050660,GO:0016614,GO:0055114","oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process,carbohydrate metabolic process,extracellular region,cellulose binding,extracellular region,carbohydrate metabolic process,cellulose binding,flavin adenine dinucleotide binding,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process","MF,BP,BP,CC,MF,CC,BP,MF,MF,MF,BP"
XP_003663383.1,GO:0008080,N-acetyltransferase activity,MF
XP_003663384.1,GO:0005525,GTP binding,MF
XP_003663385.1,GO:0051015,actin filament binding,MF
XP_003663386.1,"GO:0006357,GO:0016592,GO:0003712","regulation of transcription by RNA polymerase II,mediator complex,transcription coregulator activity","BP,CC,MF"
XP_003663388.1,"GO:0003700,GO:0006355","DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,BP"
XP_003663389.1,GO:0003723,RNA binding,MF
XP_003663390.1,"GO:0055085,GO:0022857","transmembrane transport,transmembrane transporter activity","BP,MF"
XP_003663391.1,"GO:0055085,GO:0006811,GO:0015075,GO:0016020","transmembrane transport,ion transport,ion transmembrane transporter activity,membrane","BP,BP,MF,CC"
XP_003663392.1,"GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0004672","ATP binding,protein phosphorylation,protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity","MF,BP,MF,BP,MF,MF"
XP_003663394.1,GO:0008033,tRNA processing,BP
XP_003663395.1,"GO:0005524,GO:0003676","ATP binding,nucleic acid binding","MF,MF"
XP_003663400.1,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process","MF,BP"
XP_003663401.1,GO:0010181,FMN binding,MF
XP_003663402.1,"GO:0004115,GO:0006198","3',5'-cyclic-AMP phosphodiesterase activity,cAMP catabolic process","MF,BP"
XP_003663404.1,GO:0003824,catalytic activity,MF
XP_003663407.1,GO:0035091,phosphatidylinositol binding,MF
XP_003663409.1,"GO:0008017,GO:0005515","microtubule binding,protein binding","MF,MF"
XP_003663413.1,"GO:0008531,GO:0009231","riboflavin kinase activity,riboflavin biosynthetic process","MF,BP"
XP_003663414.1,"GO:0005576,GO:0005975,GO:0030248,GO:0005975,GO:0005576,GO:0030248","extracellular region,carbohydrate metabolic process,cellulose binding,carbohydrate metabolic process,extracellular region,cellulose binding","CC,BP,MF,BP,CC,MF"
XP_003663417.1,"GO:0016628,GO:0055114,GO:0016628,GO:0016020,GO:0016126","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor,oxidation-reduction process,oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor,membrane,sterol biosynthetic process","MF,BP,MF,CC,BP"
XP_003663418.1,"GO:0008380,GO:0030532","RNA splicing,small nuclear ribonucleoprotein complex","BP,CC"
XP_003663420.1,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process","MF,BP"
XP_003663421.1,"GO:0055085,GO:0022857","transmembrane transport,transmembrane transporter activity","BP,MF"
XP_003663426.1,"GO:0046488,GO:0016307","phosphatidylinositol metabolic process,phosphatidylinositol phosphate kinase activity","BP,MF"
XP_003663427.1,"GO:0007166,GO:0004888,GO:0016021","cell surface receptor signaling pathway,transmembrane signaling receptor activity,integral component of membrane","BP,MF,CC"
XP_003663428.1,"GO:0004122,GO:0005737,GO:0019343,GO:0006535","cystathionine beta-synthase activity,cytoplasm,cysteine biosynthetic process via cystathionine,cysteine biosynthetic process from serine","MF,CC,BP,BP"
XP_003663429.1,"GO:0005515,GO:0016409","protein binding,palmitoyltransferase activity","MF,MF"
XP_003663430.1,"GO:0005794,GO:0008375,GO:0006487","Golgi apparatus,acetylglucosaminyltransferase activity,protein N-linked glycosylation","CC,MF,BP"
XP_003663433.1,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",MF
XP_003663436.1,"GO:0051287,GO:0016616,GO:0055114,GO:0055114,GO:0055114,GO:0016616,GO:0051287,GO:0003979","NAD binding,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,oxidation-reduction process,oxidation-reduction process,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,NAD binding,UDP-glucose 6-dehydrogenase activity","MF,MF,BP,BP,BP,MF,MF,MF"
XP_003663438.1,"GO:0035444,GO:0005887,GO:0035444,GO:0005887,GO:0015099","nickel cation transmembrane transport,integral component of plasma membrane,nickel cation transmembrane transport,integral component of plasma membrane,nickel cation transmembrane transporter activity","BP,CC,BP,CC,MF"
XP_003663441.1,"GO:0005576,GO:0005975,GO:0030248,GO:0004553,GO:0005975,GO:0005975,GO:0005576,GO:0030248","extracellular region,carbohydrate metabolic process,cellulose binding,hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process,carbohydrate metabolic process,extracellular region,cellulose binding","CC,BP,MF,MF,BP,BP,CC,MF"
XP_003663442.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_003663444.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270,GO:0006351,GO:0005634,GO:0003677,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding,transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","CC,BP,MF,MF,BP,CC,MF,MF"
XP_003663446.1,"GO:0008236,GO:0006508,GO:0006508","serine-type peptidase activity,proteolysis,proteolysis","MF,BP,BP"
XP_003663447.1,"GO:0055085,GO:0022857,GO:0022857,GO:0055085,GO:0016021,GO:0022857","transmembrane transport,transmembrane transporter activity,transmembrane transporter activity,transmembrane transport,integral component of membrane,transmembrane transporter activity","BP,MF,MF,BP,CC,MF"
XP_003663450.1,GO:0000160,phosphorelay signal transduction system,BP
XP_003663451.1,GO:0005515,protein binding,MF
