id,GO,ONTOLOGY,GO_type
XP_960362.3,"GO:0006044,GO:0004342,GO:0004342,GO:0006044,GO:0005975","N-acetylglucosamine metabolic process,glucosamine-6-phosphate deaminase activity,glucosamine-6-phosphate deaminase activity,N-acetylglucosamine metabolic process,carbohydrate metabolic process","BP,MF,MF,BP,BP"
XP_960363.1,"GO:0005975,GO:0001678,GO:0004396,GO:0005536,GO:0005524,GO:0005975,GO:0016773,GO:0005524","carbohydrate metabolic process,cellular glucose homeostasis,hexokinase activity,glucose binding,ATP binding,carbohydrate metabolic process,phosphotransferase activity, alcohol group as acceptor,ATP binding","BP,BP,MF,MF,MF,BP,MF,MF"
XP_960366.2,"GO:0046983,GO:0045944,GO:0032933","protein dimerization activity,positive regulation of transcription by RNA polymerase II,SREBP signaling pathway","MF,BP,BP"
XP_960368.3,"GO:0016787,GO:0005524,GO:0005524,GO:0003677,GO:0005524,GO:0003678","hydrolase activity,ATP binding,ATP binding,DNA binding,ATP binding,DNA helicase activity","MF,MF,MF,MF,MF,MF"
XP_960371.2,"GO:0000166,GO:0005388,GO:0016020,GO:0070588,GO:0005524,GO:0016021","nucleotide binding,calcium transmembrane transporter activity, phosphorylative mechanism,membrane,calcium ion transmembrane transport,ATP binding,integral component of membrane","MF,MF,CC,BP,MF,CC"
XP_960372.1,GO:0070403,NAD+ binding,MF
XP_960373.2,"GO:0003697,GO:0003690,GO:0006270,GO:0006260,GO:0005634","single-stranded DNA binding,double-stranded DNA binding,DNA replication initiation,DNA replication,nucleus","MF,MF,BP,BP,CC"
XP_960375.1,GO:0032299,ribonuclease H2 complex,CC
XP_960376.1,"GO:0042729,GO:0000278,GO:0072686","DASH complex,mitotic cell cycle,mitotic spindle","CC,BP,CC"
XP_960378.1,"GO:0006464,GO:0016787","cellular protein modification process,hydrolase activity","BP,MF"
XP_960379.1,"GO:0003824,GO:0016829","catalytic activity,lyase activity","MF,MF"
XP_960384.2,GO:0005515,protein binding,MF
XP_960385.1,GO:0003677,DNA binding,MF
XP_960386.3,"GO:0042025,GO:0008270,GO:0000981,GO:0006355","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","CC,MF,MF,BP"
XP_960389.1,"GO:0003677,GO:0005507,GO:0005634,GO:0003700,GO:0006355,GO:0003677,GO:0005507,GO:0003700,GO:0042025,GO:0006355","DNA binding,copper ion binding,nucleus,DNA-binding transcription factor activity,regulation of transcription, DNA-templated,DNA binding,copper ion binding,DNA-binding transcription factor activity,host cell nucleus,regulation of transcription, DNA-templated","MF,MF,CC,MF,BP,MF,MF,MF,CC,BP"
XP_960391.1,"GO:0016491,GO:0055114,GO:0055114","oxidoreductase activity,oxidation-reduction process,oxidation-reduction process","MF,BP,BP"
XP_960393.2,"GO:0007165,GO:0000155,GO:0018298,GO:0009584,GO:0006355,GO:0009584,GO:0006355,GO:0005515,GO:0000160,GO:0018298,GO:0000155,GO:0007165","signal transduction,phosphorelay sensor kinase activity,protein-chromophore linkage,detection of visible light,regulation of transcription, DNA-templated,detection of visible light,regulation of transcription, DNA-templated,protein binding,phosphorelay signal transduction system,protein-chromophore linkage,phosphorelay sensor kinase activity,signal transduction","BP,MF,BP,BP,BP,BP,BP,MF,BP,BP,MF,BP"
XP_960396.3,"GO:0005347,GO:0055085","ATP transmembrane transporter activity,transmembrane transport","MF,BP"
XP_960397.2,GO:0005515,protein binding,MF
XP_960399.2,"GO:0000045,GO:1990316,GO:0006914","autophagosome assembly,Atg1/ULK1 kinase complex,autophagy","BP,CC,BP"
XP_960400.1,"GO:0006886,GO:0005515","intracellular protein transport,protein binding","BP,MF"
XP_960406.1,"GO:0000079,GO:0019901,GO:0051726","regulation of cyclin-dependent protein serine/threonine kinase activity,protein kinase binding,regulation of cell cycle","BP,MF,BP"
XP_960407.3,"GO:0003677,GO:0005634,GO:0006351,GO:0008270","DNA binding,nucleus,transcription, DNA-templated,zinc ion binding","MF,CC,BP,MF"
XP_960410.1,"GO:0017056,GO:0017056,GO:0005643,GO:0006913,GO:0005643","structural constituent of nuclear pore,structural constituent of nuclear pore,nuclear pore,nucleocytoplasmic transport,nuclear pore","MF,MF,CC,BP,CC"
XP_960411.2,GO:0005515,protein binding,MF
XP_960412.1,GO:0005524,ATP binding,MF
XP_960413.3,GO:0005634,nucleus,CC
XP_960421.1,"GO:0031931,GO:0031929","TORC1 complex,TOR signaling","CC,BP"
XP_960422.1,"GO:0016747,GO:0003824","transferase activity, transferring acyl groups other than amino-acyl groups,catalytic activity","MF,MF"
XP_960423.1,"GO:0005975,GO:0016791,GO:0005975,GO:0042578,GO:0042132","carbohydrate metabolic process,phosphatase activity,carbohydrate metabolic process,phosphoric ester hydrolase activity,fructose 1,6-bisphosphate 1-phosphatase activity","BP,MF,BP,MF,MF"
XP_960424.1,"GO:0030246,GO:0003824","carbohydrate binding,catalytic activity","MF,MF"
XP_960425.1,"GO:0003723,GO:0003676","RNA binding,nucleic acid binding","MF,MF"
XP_960426.3,"GO:0005515,GO:0004842","protein binding,ubiquitin-protein transferase activity","MF,MF"
XP_960427.1,"GO:0003824,GO:0016747,GO:0009058","catalytic activity,transferase activity, transferring acyl groups other than amino-acyl groups,biosynthetic process","MF,MF,BP"
XP_960429.1,"GO:0003824,GO:0055114,GO:0018580","catalytic activity,oxidation-reduction process,nitronate monooxygenase activity","MF,BP,MF"
XP_960432.1,GO:0006412,translation,BP
XP_960435.2,"GO:0016021,GO:0022857,GO:0055085,GO:0022857","integral component of membrane,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","CC,MF,BP,MF"
XP_960436.1,GO:0019211,phosphatase activator activity,MF
XP_960438.1,"GO:0004672,GO:0006468,GO:0005524","protein kinase activity,protein phosphorylation,ATP binding","MF,BP,MF"
XP_960441.2,"GO:0046872,GO:0004462","metal ion binding,lactoylglutathione lyase activity","MF,MF"
XP_960443.1,"GO:0016020,GO:0006784,GO:0055114,GO:0016627,GO:0016021,GO:0006784,GO:0055114,GO:0016627","membrane,heme A biosynthetic process,oxidation-reduction process,oxidoreductase activity, acting on the CH-CH group of donors,integral component of membrane,heme A biosynthetic process,oxidation-reduction process,oxidoreductase activity, acting on the CH-CH group of donors","CC,BP,BP,MF,CC,BP,BP,MF"
XP_960444.3,"GO:0016021,GO:0006812,GO:0055085,GO:0008324","integral component of membrane,cation transport,transmembrane transport,cation transmembrane transporter activity","CC,BP,BP,MF"
XP_960445.2,"GO:0016020,GO:0055085,GO:0046873,GO:0030001","membrane,transmembrane transport,metal ion transmembrane transporter activity,metal ion transport","CC,BP,MF,BP"
XP_960447.1,"GO:0019887,GO:0005956,GO:0005956,GO:0019887","protein kinase regulator activity,protein kinase CK2 complex,protein kinase CK2 complex,protein kinase regulator activity","MF,CC,CC,MF"
XP_960450.1,GO:0003676,nucleic acid binding,MF
XP_960454.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_960455.1,GO:0005515,protein binding,MF
XP_960461.1,"GO:0006559,GO:0004411,GO:0006570,GO:0055114","L-phenylalanine catabolic process,homogentisate 1,2-dioxygenase activity,tyrosine metabolic process,oxidation-reduction process","BP,MF,BP,BP"
XP_960473.3,GO:0003824,catalytic activity,MF
XP_960477.1,"GO:0030150,GO:0005744","protein import into mitochondrial matrix,TIM23 mitochondrial import inner membrane translocase complex","BP,CC"
XP_960478.1,"GO:0006464,GO:0004077,GO:0006464","cellular protein modification process,biotin-[acetyl-CoA-carboxylase] ligase activity,cellular protein modification process","BP,MF,BP"
XP_960479.1,"GO:0003697,GO:0000002,GO:0006281,GO:0000262","single-stranded DNA binding,mitochondrial genome maintenance,DNA repair,mitochondrial chromosome","MF,BP,BP,CC"
XP_960480.1,"GO:0048038,GO:0005507,GO:0008131,GO:0055114,GO:0009308,GO:0048038,GO:0008131,GO:0005507,GO:0055114,GO:0009308","quinone binding,copper ion binding,primary amine oxidase activity,oxidation-reduction process,amine metabolic process,quinone binding,primary amine oxidase activity,copper ion binding,oxidation-reduction process,amine metabolic process","MF,MF,MF,BP,BP,MF,MF,MF,BP,BP"
XP_960481.1,"GO:0022857,GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transporter activity,transmembrane transport","MF,MF,BP"
XP_960484.3,GO:0047617,acyl-CoA hydrolase activity,MF
XP_960485.3,"GO:0001671,GO:0000439,GO:0006289","ATPase activator activity,transcription factor TFIIH core complex,nucleotide-excision repair","MF,CC,BP"
XP_960498.1,"GO:0003677,GO:0005634,GO:0006351,GO:0008270,GO:0042025,GO:0008270,GO:0000981,GO:0006355,GO:0019887,GO:0005956","DNA binding,nucleus,transcription, DNA-templated,zinc ion binding,host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated,protein kinase regulator activity,protein kinase CK2 complex","MF,CC,BP,MF,CC,MF,MF,BP,MF,CC"
XP_960499.1,"GO:0004334,GO:0009072,GO:0003824","fumarylacetoacetase activity,aromatic amino acid family metabolic process,catalytic activity","MF,BP,MF"
XP_960504.1,GO:0009116,nucleoside metabolic process,BP
XP_960507.2,GO:0005515,protein binding,MF
XP_960508.2,"GO:0022857,GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transporter activity,transmembrane transport","MF,MF,BP"
XP_960510.1,"GO:0003824,GO:0009073,GO:0003849,GO:0009058","catalytic activity,aromatic amino acid family biosynthetic process,3-deoxy-7-phosphoheptulonate synthase activity,biosynthetic process","MF,BP,MF,BP"
XP_960514.2,GO:0005739,mitochondrion,CC
XP_960515.3,"GO:0043547,GO:0005096","positive regulation of GTPase activity,GTPase activator activity","BP,MF"
XP_960516.1,"GO:0005840,GO:0003735,GO:0006412","ribosome,structural constituent of ribosome,translation","CC,MF,BP"
XP_960520.1,"GO:0016747,GO:0003824","transferase activity, transferring acyl groups other than amino-acyl groups,catalytic activity","MF,MF"
XP_960539.2,"GO:0005975,GO:0004553","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds","BP,MF"
XP_960542.1,"GO:0022857,GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transporter activity,transmembrane transport","MF,MF,BP"
XP_960544.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
XP_960546.1,"GO:0004190,GO:0006508,GO:0005044,GO:0016020","aspartic-type endopeptidase activity,proteolysis,scavenger receptor activity,membrane","MF,BP,MF,CC"
XP_960547.2,"GO:0022857,GO:0055085,GO:0016020,GO:0022857,GO:0016021,GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transport,membrane,transmembrane transporter activity,integral component of membrane,transmembrane transporter activity,transmembrane transport","MF,BP,CC,MF,CC,MF,BP"
XP_960550.2,GO:0016779,nucleotidyltransferase activity,MF
XP_960553.1,"GO:0016887,GO:0005524,GO:0016020,GO:0016021,GO:0055085,GO:0042626,GO:0005524","ATPase activity,ATP binding,membrane,integral component of membrane,transmembrane transport,ATPase-coupled transmembrane transporter activity,ATP binding","MF,MF,CC,CC,BP,MF,MF"
XP_960558.2,GO:0022857,transmembrane transporter activity,MF
XP_960559.2,"GO:0022857,GO:0016021,GO:0022857,GO:0055085,GO:0022857,GO:0055085,GO:0016020","transmembrane transporter activity,integral component of membrane,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,transmembrane transport,membrane","MF,CC,MF,BP,MF,BP,CC"
XP_960560.3,"GO:0030246,GO:0030246,GO:0005975,GO:0016837,GO:0005975,GO:0016837,GO:0030246,GO:0005975,GO:0003824","carbohydrate binding,carbohydrate binding,carbohydrate metabolic process,carbon-oxygen lyase activity, acting on polysaccharides,carbohydrate metabolic process,carbon-oxygen lyase activity, acting on polysaccharides,carbohydrate binding,carbohydrate metabolic process,catalytic activity","MF,MF,BP,MF,BP,MF,MF,BP,MF"
XP_960561.1,"GO:0005840,GO:0003735,GO:0006412","ribosome,structural constituent of ribosome,translation","CC,MF,BP"
XP_960563.1,"GO:0004408,GO:0005739","holocytochrome-c synthase activity,mitochondrion","MF,CC"
XP_960564.1,GO:0003676,nucleic acid binding,MF
XP_960566.3,"GO:0005507,GO:0055114,GO:0016491,GO:0005507,GO:0055114","copper ion binding,oxidation-reduction process,oxidoreductase activity,copper ion binding,oxidation-reduction process","MF,BP,MF,MF,BP"
XP_960567.2,GO:0051726,regulation of cell cycle,BP
XP_960568.1,GO:0006491,N-glycan processing,BP
XP_960569.3,GO:1902979,mitotic DNA replication termination,BP
XP_960570.2,"GO:0016301,GO:0005515,GO:0044877,GO:0004674","kinase activity,protein binding,protein-containing complex binding,protein serine/threonine kinase activity","MF,MF,MF,MF"
XP_960574.3,"GO:0016021,GO:0006812,GO:0055085,GO:0008324","integral component of membrane,cation transport,transmembrane transport,cation transmembrane transporter activity","CC,BP,BP,MF"
XP_960578.1,"GO:0005840,GO:0003735,GO:0006412,GO:0008097","ribosome,structural constituent of ribosome,translation,5S rRNA binding","CC,MF,BP,MF"
XP_960580.2,"GO:0016579,GO:0036459,GO:0006511,GO:0036459","protein deubiquitination,thiol-dependent ubiquitinyl hydrolase activity,ubiquitin-dependent protein catabolic process,thiol-dependent ubiquitinyl hydrolase activity","BP,MF,BP,MF"
XP_960582.1,"GO:0020037,GO:0019441,GO:0046872,GO:0020037","heme binding,tryptophan catabolic process to kynurenine,metal ion binding,heme binding","MF,BP,MF,MF"
XP_960584.1,"GO:0008168,GO:0006396,GO:0008173,GO:0003723","methyltransferase activity,RNA processing,RNA methyltransferase activity,RNA binding","MF,BP,MF,MF"
XP_960586.3,"GO:0016740,GO:0016788,GO:0009058,GO:0003824,GO:0031177","transferase activity,hydrolase activity, acting on ester bonds,biosynthetic process,catalytic activity,phosphopantetheine binding","MF,MF,BP,MF,MF"
XP_960593.1,"GO:0032777,GO:0035267,GO:0006357","Piccolo NuA4 histone acetyltransferase complex,NuA4 histone acetyltransferase complex,regulation of transcription by RNA polymerase II","CC,CC,BP"
XP_960596.1,"GO:0031588,GO:0045859,GO:0007165,GO:0005515","nucleotide-activated protein kinase complex,regulation of protein kinase activity,signal transduction,protein binding","CC,BP,BP,MF"
XP_960597.1,"GO:0032786,GO:0005634,GO:0008270,GO:0006355","positive regulation of DNA-templated transcription, elongation,nucleus,zinc ion binding,regulation of transcription, DNA-templated","BP,CC,MF,BP"
XP_960605.1,"GO:0008270,GO:0003676","zinc ion binding,nucleic acid binding","MF,MF"
XP_960606.3,"GO:0055114,GO:0003995,GO:0055114,GO:0016627,GO:0020037,GO:0055114,GO:0050660,GO:0016627","oxidation-reduction process,acyl-CoA dehydrogenase activity,oxidation-reduction process,oxidoreductase activity, acting on the CH-CH group of donors,heme binding,oxidation-reduction process,flavin adenine dinucleotide binding,oxidoreductase activity, acting on the CH-CH group of donors","BP,MF,BP,MF,MF,BP,MF,MF"
XP_960607.2,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_960608.2,"GO:0006914,GO:0030242,GO:0006914","autophagy,autophagy of peroxisome,autophagy","BP,BP,BP"
XP_960609.1,"GO:0006629,GO:0016021,GO:0030148,GO:0042284","lipid metabolic process,integral component of membrane,sphingolipid biosynthetic process,sphingolipid delta-4 desaturase activity","BP,CC,BP,MF"
XP_960613.1,"GO:0016491,GO:0055114,GO:0016491","oxidoreductase activity,oxidation-reduction process,oxidoreductase activity","MF,BP,MF"
XP_960618.2,GO:0003714,transcription corepressor activity,MF
XP_960620.2,"GO:0006886,GO:0030131,GO:0016192","intracellular protein transport,clathrin adaptor complex,vesicle-mediated transport","BP,CC,BP"
XP_960622.2,GO:0005975,carbohydrate metabolic process,BP
XP_960627.3,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,MF
XP_960628.2,GO:0016491,oxidoreductase activity,MF
XP_960635.1,"GO:0016887,GO:0005524,GO:0016021,GO:0055085,GO:0042626,GO:0005524,GO:0016021,GO:0005524","ATPase activity,ATP binding,integral component of membrane,transmembrane transport,ATPase-coupled transmembrane transporter activity,ATP binding,integral component of membrane,ATP binding","MF,MF,CC,BP,MF,MF,CC,MF"
XP_960636.3,"GO:0016787,GO:0008236,GO:0006508","hydrolase activity,serine-type peptidase activity,proteolysis","MF,MF,BP"
XP_960639.1,"GO:0006644,GO:0008195","phospholipid metabolic process,phosphatidate phosphatase activity","BP,MF"
XP_960643.1,"GO:0005525,GO:0006614,GO:0003924,GO:0005525,GO:0008312,GO:0048500,GO:0006614,GO:0005525,GO:0003924,GO:0048500,GO:0006614,GO:0006614,GO:0005525,GO:0048500,GO:0006614,GO:0008312","GTP binding,SRP-dependent cotranslational protein targeting to membrane,GTPase activity,GTP binding,7S RNA binding,signal recognition particle,SRP-dependent cotranslational protein targeting to membrane,GTP binding,GTPase activity,signal recognition particle,SRP-dependent cotranslational protein targeting to membrane,SRP-dependent cotranslational protein targeting to membrane,GTP binding,signal recognition particle,SRP-dependent cotranslational protein targeting to membrane,7S RNA binding","MF,BP,MF,MF,MF,CC,BP,MF,MF,CC,BP,BP,MF,CC,BP,MF"
XP_960645.1,"GO:0022857,GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transporter activity,transmembrane transport","MF,MF,BP"
XP_960646.1,"GO:0042025,GO:0008270,GO:0000981,GO:0006355","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","CC,MF,MF,BP"
XP_960648.1,"GO:0003677,GO:0006383,GO:0005666","DNA binding,transcription by RNA polymerase III,RNA polymerase III complex","MF,BP,CC"
